line_id,osm_id,seq
16,42444353,1
16,42431902,2
16,42421951,3
16,42440356,4
16,42438476,5
16,42437135,6
16,42437466,7
16,42443928,8
16,42437773,9
16,42435541,10
16,42429814,11
16,42452936,12
17,42444353,1
17,42431902,2
17,42421951,3
17,42440356,4
17,42438476,5
17,42437135,6
17,42437466,7
17,42443928,8
17,42437773,9
17,42435541,10
17,42437118,11
17,42452936,12
18,42444353,1
18,42436181,2
18,6552385860,3
18,42453952,4
18,4754091366,5
18,42445466,6
18,42427319,7
18,42452056,8
18,42432111,9
18,42432060,10
18,42437343,11
18,42453177,12
18,42430924,13
18,42452936,14
19,42444353,1
19,42431902,2
19,42421951,3
19,42440356,4
19,42438476,5
19,42437135,6
19,42437466,7
19,42443928,8
19,588455697,9
19,370888101,10
19,42423295,11
19,42452936,12
20,42444353,1
20,42431902,2
20,42421951,3
20,42440356,4
20,42438476,5
20,42437135,6
20,42437466,7
20,4487582556,8
20,42440408,9
20,3630219668,10
20,3783071112,11
20,42437354,12
20,4492779804,13
20,42452936,14
21,42444353,1
21,42436181,2
21,6552385860,3
21,42453952,4
21,4754091366,5
21,42445466,6
21,42427319,7
21,42452056,8
21,42432111,9
21,42432060,10
21,42437343,11
21,42434148,12
21,42446552,13
21,42436947,14
21,42431482,15
21,42452936,16
22,246858654,1
22,6859615817,2
22,42445286,3
22,42445291,4
22,246858445,5
22,4207143422,6
22,4207143435,7
22,246857084,8
22,42452008,9
22,42453468,10
22,42436149,11
22,42452936,12
23,246858654,1
23,6859615817,2
23,42445286,3
23,42445291,4
23,246858445,5
23,4207143422,6
23,4207143435,7
23,246857084,8
23,42452008,9
23,42453468,10
23,42453472,11
23,42436159,12
23,42432548,13
24,246858654,1
24,6859615817,2
24,42445286,3
24,42445291,4
24,246858445,5
24,42445171,6
24,42436359,7
24,42436374,8
24,42431517,9
24,42452936,10
25,246858654,1
25,6859615817,2
25,42445286,3
25,42445291,4
25,246858445,5
25,42445171,6
25,42436359,7
25,42436374,8
25,42436384,9
25,42431789,10
25,42452936,11
26,246858654,1
26,6859615817,2
26,42445286,3
26,42445291,4
26,246858445,5
26,42436060,6
26,3567807957,7
26,42432135,8
26,42442269,9
26,42452936,10
27,246858654,1
27,6859615817,2
27,42445286,3
27,42445291,4
27,246858445,5
27,42445171,6
27,42436359,7
27,42436374,8
27,42436384,9
27,42457728,10
27,42432194,11
27,42430253,12
27,42432548,13
28,246858654,1
28,42433718,2
28,6552385860,3
28,42428377,4
28,2821304137,5
28,42455588,6
28,530286753,7
28,4202950100,8
28,7480410410,9
28,42452936,10
29,246858654,1
29,42433718,2
29,6552385860,3
29,42453952,4
29,4754091366,5
29,42445466,6
29,42427319,7
29,42452056,8
29,42437113,9
29,42452936,10
30,246858654,1
30,6859615817,2
30,42445286,3
30,42445291,4
30,246858445,5
30,42445171,6
30,42436359,7
30,42436374,8
30,42436384,9
30,42457728,10
30,7956044490,11
30,42439830,12
30,42430259,13
30,42430271,14
30,42432548,15
31,246858654,1
31,42444353,2
31,42431902,3
31,42421951,4
31,42440356,5
31,42438476,6
31,42437135,7
31,42437466,8
31,5706568658,9
31,42445617,10
31,42452936,11
32,246858654,1
32,6859615817,2
32,42445286,3
32,42445291,4
32,246858445,5
32,42445171,6
32,42423456,7
32,42439335,8
32,4202908173,9
32,1692433919,10
32,42431168,11
32,42434140,12
32,42452936,13
33,246858654,1
33,6859615817,2
33,42445286,3
33,42445291,4
33,246858445,5
33,42445171,6
33,42423456,7
33,42439335,8
33,4202908173,9
33,1692433919,10
33,42428468,11
33,42453104,12
33,42432548,13
34,246858654,1
34,42444353,2
34,42431902,3
34,42421951,4
34,42440356,5
34,42438476,6
34,42437135,7
34,42437466,8
34,4487582556,9
34,42440408,10
34,42452936,11
35,246858654,1
35,42433718,2
35,6552385860,3
35,42453952,4
35,4754091366,5
35,42445466,6
35,42427319,7
35,42452056,8
35,42432111,9
35,4215624276,10
35,42432071,11
35,42452936,12
36,246858654,1
36,6859615817,2
36,42445286,3
36,4207143416,4
36,42431614,5
36,4207150079,6
36,42433573,7
36,42432161,8
36,42445498,9
36,1918039864,10
36,4886404633,11
36,8841425139,12
36,42452936,13
37,246858654,1
37,6859615817,2
37,42445286,3
37,42445291,4
37,246858445,5
37,42445171,6
37,42423456,7
37,42439335,8
37,4202908173,9
37,42456205,10
37,42428476,11
37,42440721,12
37,42449890,13
37,42432548,14
38,246858654,1
38,6859615817,2
38,42445286,3
38,42445291,4
38,246858445,5
38,4207143422,6
38,4207143435,7
38,246857084,8
38,42452008,9
38,42436400,10
38,42440940,11
38,42435596,12
38,42435610,13
38,4205565533,14
38,42434810,15
38,7167585627,16
38,42435646,17
38,42435660,18
38,42428287,19
38,42432548,20
39,246858654,1
39,42444353,2
39,42431902,3
39,42421951,4
39,42440356,5
39,42438476,6
39,42437135,7
39,42437466,8
39,42443928,9
39,588455697,10
39,42432000,11
39,42452936,12
40,246858654,1
40,42433718,2
40,6552385860,3
40,42453952,4
40,4754091366,5
40,42445466,6
40,42427319,7
40,42452056,8
40,42432111,9
40,4215624276,10
40,3630219668,11
40,42427346,12
40,42452936,13
41,246858654,1
41,42444353,2
41,42431902,3
41,42421951,4
41,42440356,5
41,42438476,6
41,42437135,7
41,42437466,8
41,42443928,9
41,588455697,10
41,42423303,11
41,42452936,12
42,246858654,1
42,42444353,2
42,42431902,3
42,42421951,4
42,42440356,5
42,42438476,6
42,42437135,7
42,42437466,8
42,42443928,9
42,588455697,10
42,370888101,11
42,7499043385,12
42,42452936,13
43,246858654,1
43,42444353,2
43,42431902,3
43,42421951,4
43,42440356,5
43,42438476,6
43,42437135,7
43,42437466,8
43,42443928,9
43,42437773,10
43,42435541,11
43,42429814,12
43,42452936,13
44,246858654,1
44,42444353,2
44,42431902,3
44,42421951,4
44,42440356,5
44,42438476,6
44,42437135,7
44,42437466,8
44,42443928,9
44,42437773,10
44,42435541,11
44,42437118,12
44,42452936,13
45,246858654,1
45,42433718,2
45,6552385860,3
45,42453952,4
45,4754091366,5
45,42445466,6
45,42427319,7
45,42452056,8
45,42432111,9
45,42432060,10
45,42437343,11
45,42453177,12
45,42430924,13
45,42452936,14
46,246858654,1
46,42444353,2
46,42431902,3
46,42421951,4
46,42440356,5
46,42438476,6
46,42437135,7
46,42437466,8
46,42443928,9
46,588455697,10
46,370888101,11
46,42423295,12
46,42452936,13
47,246858654,1
47,42433718,2
47,6552385860,3
47,42453952,4
47,4754091366,5
47,42445466,6
47,42427319,7
47,42452056,8
47,42432111,9
47,4215624276,10
47,3630219668,11
47,3783071112,12
47,42437354,13
47,4492779804,14
47,42452936,15
48,42433718,1
48,6859615817,2
48,42445286,3
48,42445291,4
48,246858445,5
48,4207143422,6
48,4207143435,7
48,246857084,8
48,42452008,9
48,42453468,10
48,42436149,11
48,42452936,12
49,42433718,1
49,6859615817,2
49,42445286,3
49,42445291,4
49,246858445,5
49,4207143422,6
49,4207143435,7
49,246857084,8
49,42452008,9
49,42453468,10
49,42453472,11
49,42436159,12
49,42432548,13
50,42433718,1
50,6859615817,2
50,42445286,3
50,42445291,4
50,246858445,5
50,42445171,6
50,42436359,7
50,42436374,8
50,42431517,9
50,42452936,10
51,42433718,1
51,6859615817,2
51,42445286,3
51,42445291,4
51,246858445,5
51,42445171,6
51,42436359,7
51,42436374,8
51,42436384,9
51,42431789,10
51,42452936,11
52,42433718,1
52,6859615817,2
52,42445286,3
52,42445291,4
52,246858445,5
52,42445171,6
52,42436359,7
52,42436374,8
52,42436384,9
52,42457728,10
52,42432194,11
52,42430253,12
52,42432548,13
53,42433718,1
53,42428529,2
53,42431902,3
53,42421951,4
53,42440356,5
53,42438476,6
53,42437135,7
53,42437466,8
53,5706568658,9
53,42452936,10
54,42433718,1
54,6859615817,2
54,42445286,3
54,42445291,4
54,246858445,5
54,42445171,6
54,42436359,7
54,42436374,8
54,42436384,9
54,42457728,10
54,7956044490,11
54,42439830,12
54,42430259,13
54,42430271,14
54,42432548,15
55,42433718,1
55,6552385860,2
55,42428377,3
55,2821304137,4
55,42455588,5
55,530286753,6
55,4202950100,7
55,7480410410,8
55,42445617,9
55,42452936,10
56,42433718,1
56,6552385860,2
56,42453952,3
56,42431614,4
56,4207150079,5
56,42433573,6
56,42432161,7
56,42445498,8
56,1692433919,9
56,42431168,10
56,42434140,11
56,42452936,12
57,42433718,1
57,6552385860,2
57,42453952,3
57,42431614,4
57,4207150079,5
57,42433573,6
57,42432161,7
57,42445498,8
57,1692433919,9
57,42428468,10
57,42453104,11
57,42432548,12
58,42433718,1
58,6859615817,2
58,42445286,3
58,42445291,4
58,246858445,5
58,42445171,6
58,42436359,7
58,42436374,8
58,42436384,9
58,42457728,10
58,7956044490,11
58,42439830,12
58,42430259,13
58,42454378,14
58,42428206,15
58,42432548,16
59,42433718,1
59,42428529,2
59,42431902,3
59,42421951,4
59,42440356,5
59,42438476,6
59,42437135,7
59,42437466,8
59,4487582556,9
59,42440408,10
59,42452936,11
60,42433718,1
60,6552385860,2
60,42453952,3
60,4754091366,4
60,42445466,5
60,42427319,6
60,42452056,7
60,42432111,8
60,4215624276,9
60,42432071,10
60,42452936,11
61,42433718,1
61,6552385860,2
61,42453952,3
61,42431614,4
61,4207150079,5
61,42433573,6
61,42432161,7
61,42445498,8
61,1918039864,9
61,4886404633,10
61,8841425139,11
61,42452936,12
62,42433718,1
62,6859615817,2
62,42445286,3
62,42445291,4
62,246858445,5
62,42445171,6
62,42423456,7
62,42439335,8
62,4202908173,9
62,42456205,10
62,42428476,11
62,42440721,12
62,42449890,13
62,42432548,14
63,42433718,1
63,6859615817,2
63,42445286,3
63,42445291,4
63,246858445,5
63,42445171,6
63,42436359,7
63,42436374,8
63,42436384,9
63,42457728,10
63,7956044490,11
63,42439830,12
63,42439836,13
63,42427426,14
63,42430277,15
63,42430292,16
63,42430311,17
63,42432548,18
64,42433718,1
64,6859615817,2
64,42445286,3
64,42445291,4
64,246858445,5
64,4207143422,6
64,4207143435,7
64,246857084,8
64,42452008,9
64,42436400,10
64,42440940,11
64,42435596,12
64,42435610,13
64,4205565533,14
64,42434810,15
64,7167585627,16
64,42435646,17
64,42435660,18
64,42428287,19
64,42432548,20
65,42433718,1
65,42428529,2
65,42431902,3
65,42421951,4
65,42440356,5
65,42438476,6
65,42437135,7
65,42437466,8
65,42443928,9
65,588455697,10
65,42432000,11
65,42452936,12
66,42433718,1
66,6552385860,2
66,42453952,3
66,4754091366,4
66,42445466,5
66,42427319,6
66,42452056,7
66,42432111,8
66,4215624276,9
66,3630219668,10
66,42427346,11
66,42452936,12
67,42433718,1
67,6859615817,2
67,42445286,3
67,42445291,4
67,246858445,5
67,42445171,6
67,42436359,7
67,42436374,8
67,42436384,9
67,42457728,10
67,7956044490,11
67,42439830,12
67,42439836,13
67,42427426,14
67,42430277,15
67,42428223,16
67,42446701,17
67,42445365,18
67,42432548,19
68,42433718,1
68,42428529,2
68,42431902,3
68,42421951,4
68,42440356,5
68,42438476,6
68,42437135,7
68,42437466,8
68,42443928,9
68,588455697,10
68,42423303,11
68,42452936,12
69,42433718,1
69,42428529,2
69,42431902,3
69,42421951,4
69,42440356,5
69,42438476,6
69,42437135,7
69,42437466,8
69,42443928,9
69,588455697,10
69,370888101,11
69,7499043385,12
69,42452936,13
70,42433718,1
70,42428529,2
70,42431902,3
70,42421951,4
70,42440356,5
70,42438476,6
70,42437135,7
70,42437466,8
70,42443928,9
70,42437773,10
70,42435541,11
70,42429814,12
70,42452936,13
71,42433718,1
71,42428529,2
71,42431902,3
71,42421951,4
71,42440356,5
71,42438476,6
71,42437135,7
71,42437466,8
71,42443928,9
71,42437773,10
71,42435541,11
71,42437118,12
71,42452936,13
72,42433718,1
72,6552385860,2
72,42453952,3
72,4754091366,4
72,42445466,5
72,42427319,6
72,42452056,7
72,42432111,8
72,42432060,9
72,42437343,10
72,42453177,11
72,42430924,12
72,42452936,13
73,42433718,1
73,42428529,2
73,42431902,3
73,42421951,4
73,42440356,5
73,42438476,6
73,42437135,7
73,42437466,8
73,42443928,9
73,588455697,10
73,370888101,11
73,42423295,12
73,42452936,13
74,42433718,1
74,6552385860,2
74,42453952,3
74,4754091366,4
74,42445466,5
74,42427319,6
74,42452056,7
74,42432111,8
74,4215624276,9
74,3630219668,10
74,3783071112,11
74,42437354,12
74,4492779804,13
74,42452936,14
75,6859615817,1
75,42445286,2
75,42445291,3
75,246858445,4
75,4207143422,5
75,4207143435,6
75,246857084,7
75,42452008,8
75,42453468,9
75,42436149,10
75,42452936,11
76,6859615817,1
76,42445286,2
76,42445291,3
76,246858445,4
76,4207143422,5
76,4207143435,6
76,246857084,7
76,42452008,8
76,42453468,9
76,42453472,10
76,42436159,11
76,42432548,12
77,6859615817,1
77,42445286,2
77,42445291,3
77,246858445,4
77,42445171,5
77,42436359,6
77,42436374,7
77,42436384,8
77,42431789,9
77,42452936,10
78,6859615817,1
78,42445286,2
78,42445291,3
78,246858445,4
78,42445171,5
78,42436359,6
78,42436374,7
78,42436384,8
78,42457728,9
78,42432194,10
78,42430253,11
78,42432548,12
79,6859615817,1
79,42436181,2
79,42429838,3
79,42429354,4
79,42440356,5
79,42438476,6
79,42437135,7
79,42437466,8
79,5706568658,9
79,42452936,10
80,6859615817,1
80,42445286,2
80,42445291,3
80,246858445,4
80,42445171,5
80,42436359,6
80,42436374,7
80,42436384,8
80,42457728,9
80,7956044490,10
80,42439830,11
80,42430259,12
80,42430271,13
80,42432548,14
81,6859615817,1
81,6552385860,2
81,42428377,3
81,2821304137,4
81,42455588,5
81,530286753,6
81,4202950100,7
81,7480410410,8
81,42445617,9
81,42452936,10
82,6859615817,1
82,42445286,2
82,42445291,3
82,246858445,4
82,42445171,5
82,42423456,6
82,42439335,7
82,4202908173,8
82,1692433919,9
82,42431168,10
82,42434140,11
82,42452936,12
83,6859615817,1
83,42445286,2
83,42445291,3
83,246858445,4
83,42445171,5
83,42423456,6
83,42439335,7
83,4202908173,8
83,1692433919,9
83,42428468,10
83,42453104,11
83,42432548,12
84,6859615817,1
84,42445286,2
84,42445291,3
84,246858445,4
84,42445171,5
84,42436359,6
84,42436374,7
84,42436384,8
84,42457728,9
84,7956044490,10
84,42439830,11
84,42430259,12
84,42454378,13
84,42428206,14
84,42432548,15
85,6859615817,1
85,42436181,2
85,42429838,3
85,42429354,4
85,42440356,5
85,42438476,6
85,42437135,7
85,42437466,8
85,4487582556,9
85,42440408,10
85,42452936,11
86,6859615817,1
86,6552385860,2
86,42453952,3
86,4754091366,4
86,42445466,5
86,42427319,6
86,42452056,7
86,42432111,8
86,4215624276,9
86,42432071,10
86,42452936,11
87,6859615817,1
87,42445286,2
87,4207143416,3
87,42431614,4
87,4207150079,5
87,42433573,6
87,42432161,7
87,42445498,8
87,1918039864,9
87,4886404633,10
87,8841425139,11
87,42452936,12
88,6859615817,1
88,42445286,2
88,42445291,3
88,246858445,4
88,42445171,5
88,42423456,6
88,42439335,7
88,4202908173,8
88,42456205,9
88,42428476,10
88,42440721,11
88,42449890,12
88,42432548,13
89,6859615817,1
89,42445286,2
89,42445291,3
89,246858445,4
89,42445171,5
89,42436359,6
89,42436374,7
89,42436384,8
89,42457728,9
89,7956044490,10
89,42439830,11
89,42439836,12
89,42427426,13
89,42430277,14
89,42430292,15
89,42430311,16
89,42432548,17
90,6859615817,1
90,42445286,2
90,42445291,3
90,246858445,4
90,4207143422,5
90,4207143435,6
90,246857084,7
90,42452008,8
90,42436400,9
90,42440940,10
90,42435596,11
90,42435610,12
90,4205565533,13
90,42434810,14
90,7167585627,15
90,42435646,16
90,42435660,17
90,42428287,18
90,42432548,19
91,6859615817,1
91,42436181,2
91,42429838,3
91,42429354,4
91,42440356,5
91,42438476,6
91,42437135,7
91,42437466,8
91,42443928,9
91,588455697,10
91,42432000,11
91,42452936,12
92,6859615817,1
92,6552385860,2
92,42453952,3
92,4754091366,4
92,42445466,5
92,42427319,6
92,42452056,7
92,42432111,8
92,4215624276,9
92,3630219668,10
92,42427346,11
92,42452936,12
93,6859615817,1
93,42436181,2
93,42429838,3
93,42429354,4
93,42440356,5
93,42438476,6
93,42437135,7
93,42437466,8
93,42443928,9
93,588455697,10
93,42423303,11
93,42452936,12
94,6859615817,1
94,42436181,2
94,42429838,3
94,42429354,4
94,42440356,5
94,42438476,6
94,42437135,7
94,42437466,8
94,42443928,9
94,588455697,10
94,370888101,11
94,7499043385,12
94,42452936,13
95,6859615817,1
95,42436181,2
95,42429838,3
95,42429354,4
95,42440356,5
95,42438476,6
95,42437135,7
95,42437466,8
95,42443928,9
95,42437773,10
95,42435541,11
95,42429814,12
95,42452936,13
96,6859615817,1
96,42436181,2
96,42429838,3
96,42429354,4
96,42440356,5
96,42438476,6
96,42437135,7
96,42437466,8
96,42443928,9
96,42437773,10
96,42435541,11
96,42437118,12
96,42452936,13
97,6859615817,1
97,6552385860,2
97,42453952,3
97,4754091366,4
97,42445466,5
97,42427319,6
97,42452056,7
97,42432111,8
97,42432060,9
97,42437343,10
97,42453177,11
97,42430924,12
97,42452936,13
98,6859615817,1
98,42436181,2
98,42429838,3
98,42429354,4
98,42440356,5
98,42438476,6
98,42437135,7
98,42437466,8
98,42443928,9
98,588455697,10
98,370888101,11
98,42423295,12
98,42452936,13
99,6859615817,1
99,6552385860,2
99,42453952,3
99,4754091366,4
99,42445466,5
99,42427319,6
99,42452056,7
99,42432111,8
99,4215624276,9
99,3630219668,10
99,3783071112,11
99,42437354,12
99,4492779804,13
99,42452936,14
100,889298452,1
100,42445286,2
100,42445291,3
100,246858445,4
100,4207143422,5
100,4207143435,6
100,246857084,7
100,42452008,8
100,42453468,9
100,42436149,10
100,42452936,11
101,889298452,1
101,42445286,2
101,42445291,3
101,246858445,4
101,4207143422,5
101,4207143435,6
101,246857084,7
101,42452008,8
101,42453468,9
101,42453472,10
101,42436159,11
101,42432548,12
102,889298452,1
102,42445286,2
102,42445291,3
102,246858445,4
102,42445171,5
102,42436359,6
102,42436374,7
102,42436384,8
102,42431789,9
102,42452936,10
103,889298452,1
103,42445286,2
103,42445291,3
103,246858445,4
103,42445171,5
103,42436359,6
103,42436374,7
103,42436384,8
103,42457728,9
103,42432194,10
103,42430253,11
103,42432548,12
104,889298452,1
104,42436181,2
104,42429838,3
104,42429354,4
104,42440356,5
104,42438476,6
104,42437135,7
104,42437466,8
104,5706568658,9
104,42452936,10
105,889298452,1
105,42445286,2
105,42445291,3
105,246858445,4
105,42445171,5
105,42436359,6
105,42436374,7
105,42436384,8
105,42457728,9
105,7956044490,10
105,42439830,11
105,42430259,12
105,42430271,13
105,42432548,14
106,889298452,1
106,6552385860,2
106,42428377,3
106,2821304137,4
106,42455588,5
106,530286753,6
106,4202950100,7
106,7480410410,8
106,42445617,9
106,42452936,10
107,889298452,1
107,42445286,2
107,42445291,3
107,246858445,4
107,42445171,5
107,42423456,6
107,42439335,7
107,4202908173,8
107,1692433919,9
107,42431168,10
107,42434140,11
107,42452936,12
108,889298452,1
108,42445286,2
108,42445291,3
108,246858445,4
108,42445171,5
108,42423456,6
108,42439335,7
108,4202908173,8
108,1692433919,9
108,42428468,10
108,42453104,11
108,42432548,12
109,889298452,1
109,42445286,2
109,42445291,3
109,246858445,4
109,42445171,5
109,42436359,6
109,42436374,7
109,42436384,8
109,42457728,9
109,7956044490,10
109,42439830,11
109,42430259,12
109,42454378,13
109,42428206,14
109,42432548,15
110,889298452,1
110,42436181,2
110,42429838,3
110,42429354,4
110,42440356,5
110,42438476,6
110,42437135,7
110,42437466,8
110,4487582556,9
110,42440408,10
110,42452936,11
111,889298452,1
111,6552385860,2
111,42453952,3
111,4754091366,4
111,42445466,5
111,42427319,6
111,42452056,7
111,42432111,8
111,4215624276,9
111,42432071,10
111,42452936,11
112,889298452,1
112,42445286,2
112,4207143416,3
112,42431614,4
112,4207150079,5
112,42433573,6
112,42432161,7
112,42445498,8
112,1918039864,9
112,4886404633,10
112,8841425139,11
112,42452936,12
113,889298452,1
113,42445286,2
113,42445291,3
113,246858445,4
113,42445171,5
113,42423456,6
113,42439335,7
113,4202908173,8
113,42456205,9
113,42428476,10
113,42440721,11
113,42449890,12
113,42432548,13
114,889298452,1
114,42445286,2
114,42445291,3
114,246858445,4
114,42445171,5
114,42436359,6
114,42436374,7
114,42436384,8
114,42457728,9
114,7956044490,10
114,42439830,11
114,42439836,12
114,42427426,13
114,42430277,14
114,42430292,15
114,42430311,16
114,42432548,17
115,889298452,1
115,42445286,2
115,42445291,3
115,246858445,4
115,4207143422,5
115,4207143435,6
115,246857084,7
115,42452008,8
115,42436400,9
115,42440940,10
115,42435596,11
115,42435610,12
115,4205565533,13
115,42434810,14
115,7167585627,15
115,42435646,16
115,42435660,17
115,42428287,18
115,42432548,19
116,889298452,1
116,42436181,2
116,42429838,3
116,42429354,4
116,42440356,5
116,42438476,6
116,42437135,7
116,42437466,8
116,42443928,9
116,588455697,10
116,42432000,11
116,42452936,12
117,889298452,1
117,6552385860,2
117,42453952,3
117,4754091366,4
117,42445466,5
117,42427319,6
117,42452056,7
117,42432111,8
117,4215624276,9
117,3630219668,10
117,42427346,11
117,42452936,12
118,889298452,1
118,42436181,2
118,42429838,3
118,42429354,4
118,42440356,5
118,42438476,6
118,42437135,7
118,42437466,8
118,42443928,9
118,588455697,10
118,42423303,11
118,42452936,12
119,889298452,1
119,42436181,2
119,42429838,3
119,42429354,4
119,42440356,5
119,42438476,6
119,42437135,7
119,42437466,8
119,42443928,9
119,588455697,10
119,370888101,11
119,7499043385,12
119,42452936,13
120,889298452,1
120,42436181,2
120,42429838,3
120,42429354,4
120,42440356,5
120,42438476,6
120,42437135,7
120,42437466,8
120,42443928,9
120,42437773,10
120,42435541,11
120,42429814,12
120,42452936,13
121,889298452,1
121,42436181,2
121,42429838,3
121,42429354,4
121,42440356,5
121,42438476,6
121,42437135,7
121,42437466,8
121,42443928,9
121,42437773,10
121,42435541,11
121,42437118,12
121,42452936,13
122,889298452,1
122,6552385860,2
122,42453952,3
122,4754091366,4
122,42445466,5
122,42427319,6
122,42452056,7
122,42432111,8
122,42432060,9
122,42437343,10
122,42453177,11
122,42430924,12
122,42452936,13
123,889298452,1
123,42436181,2
123,42429838,3
123,42429354,4
123,42440356,5
123,42438476,6
123,42437135,7
123,42437466,8
123,42443928,9
123,588455697,10
123,370888101,11
123,42423295,12
123,42452936,13
124,889298452,1
124,6552385860,2
124,42453952,3
124,4754091366,4
124,42445466,5
124,42427319,6
124,42452056,7
124,42432111,8
124,4215624276,9
124,3630219668,10
124,3783071112,11
124,42437354,12
124,4492779804,13
124,42452936,14
125,42445286,1
125,42445291,2
125,246858445,3
125,4207143422,4
125,4207143435,5
125,246857084,6
125,42452008,7
125,42453468,8
125,42436149,9
125,42452936,10
126,42445286,1
126,42445291,2
126,246858445,3
126,4207143422,4
126,4207143435,5
126,246857084,6
126,42452008,7
126,42453468,8
126,42453472,9
126,42436159,10
126,42432548,11
127,42445286,1
127,42445291,2
127,246858445,3
127,42445171,4
127,42436359,5
127,42436374,6
127,42436384,7
127,42457728,8
127,42432194,9
127,42430253,10
127,42432548,11
128,42445286,1
128,1431790465,2
128,42453952,3
128,1538237434,4
128,4158673495,5
128,42438476,6
128,42437135,7
128,42437466,8
128,5706568658,9
128,42452936,10
129,42445286,1
129,42445291,2
129,246858445,3
129,42445171,4
129,42436359,5
129,42436374,6
129,42436384,7
129,42457728,8
129,7956044490,9
129,42439830,10
129,42430259,11
129,42430271,12
129,42432548,13
130,42445286,1
130,1431790465,2
130,42453952,3
130,2821304137,4
130,42455588,5
130,530286753,6
130,4202950100,7
130,7480410410,8
130,42445617,9
130,42452936,10
131,42445286,1
131,42445291,2
131,246858445,3
131,42445171,4
131,42423456,5
131,42439335,6
131,4202908173,7
131,1692433919,8
131,42431168,9
131,42434140,10
131,42452936,11
132,42445286,1
132,42445291,2
132,246858445,3
132,42445171,4
132,42423456,5
132,42439335,6
132,4202908173,7
132,1692433919,8
132,42428468,9
132,42453104,10
132,42432548,11
133,42445286,1
133,42445291,2
133,246858445,3
133,42445171,4
133,42436359,5
133,42436374,6
133,42436384,7
133,42457728,8
133,7956044490,9
133,42439830,10
133,42430259,11
133,42454378,12
133,42428206,13
133,42432548,14
134,42445286,1
134,1431790465,2
134,42453952,3
134,1538237434,4
134,4158673495,5
134,42438476,6
134,42437135,7
134,42437466,8
134,4487582556,9
134,42440408,10
134,42452936,11
135,42445286,1
135,1431790465,2
135,42453952,3
135,4754091366,4
135,42445466,5
135,42427319,6
135,42452056,7
135,42432111,8
135,4215624276,9
135,42432071,10
135,42452936,11
136,42445286,1
136,4207143416,2
136,42431614,3
136,4207150079,4
136,42433573,5
136,42432161,6
136,42445498,7
136,1918039864,8
136,4886404633,9
136,8841425139,10
136,42452936,11
137,42445286,1
137,42445291,2
137,246858445,3
137,42445171,4
137,42423456,5
137,42439335,6
137,4202908173,7
